
4	57	79

4	58	74

4	65	71

4	71	65

4	71	77

4	74	58

4	74	95

4	74	97

4	77	71

4	77	95

4	79	57

4	85	54

4	95	74

4	95	77

4	97	74

5	28	69

5	32	84

5	40	58

5	40	87

5	48	83

5	49	82

5	53	83

5	58	40

5	58	84

5	58	94

5	58	96

5	59	79

5	64	69

5	64	74

5	64	80

5	68	82

5	69	28

5	69	64

5	69	73

5	69	81

5	69	84

5	69	87

5	69	88

5	69	89

5	69	97

5	72	87

5	72	99

5	73	69

5	74	64

5	75	96

5	79	59

5	80	64

5	80	85

5	80	87

5	81	69

5	82	49

5	82	68

5	83	48

5	83	53

5	84	32

5	84	58

5	84	69

5	84	88

5	84	90

5	85	80

5	87	40

5	87	69

5	87	72

5	87	80

5	87	98

5	88	69

5	88	84

5	89	69

5	89	96

5	90	84

5	94	58

5	96	58

5	96	75

5	96	89

5	97	69

5	98	87

5	99	72

6	45	98

6	52	74

6	53	77

6	65	95

6	74	52

6	75	94

6	77	53

6	77	78

6	77	80

6	77	90

6	78	77

6	80	77

6	80	91

6	84	88

6	88	84

6	90	77

6	90	95

6	91	80

6	91	96

6	94	75

6	95	65

6	95	90

6	96	91

6	98	45

7	31	74

7	37	89

7	49	89

7	55	80

7	55	97

7	61	83

7	64	89

7	74	31

7	76	89

7	78	82

7	78	89

7	80	55

7	82	78

7	83	61

7	83	92

7	84	89

7	89	37

7	89	49

7	89	64

7	89	76

7	89	78

7	89	84

7	92	83

7	94	97

8	26	80

8	29	98

8	42	80

8	61	80

8	65	85

8	77	98

8	80	26

8	80	42

8	80	61

8	80	84

8	80	86

8	81	92

8	84	80

8	84	98

8	85	65

8	85	95

8	86	80

8	89	93

8	90	98

8	92	81

8	93	89

8	95	85

8	95	98

8	98	29

8	98	77

8	98	84

8	98	90

8	98	95

9	19	83

9	37	74

9	48	74

9	52	77

9	65	82

9	72	76

9	72	82

9	72	84

9	72	85

9	72	89

9	72	96

9	74	37

9	74	48

9	74	91

9	74	95

9	76	72

9	77	52

9	81	83

9	82	65

9	82	72

9	83	19

9	83	81

9	83	97

9	84	72

9	85	72

9	85	97

9	89	72

9	89	91

9	89	95

9	91	74

9	91	89

9	93	97

9	95	74

9	95	89

9	96	72

9	97	83

9	97	85

9	97	93

10	29	71

10	30	83

10	51	84

10	56	85

10	61	89

10	65	80

10	67	74

10	71	29

10	71	78

10	74	67

10	74	80

10	74	94

10	74	96

10	78	71

10	80	65

10	80	74

10	81	96

10	82	85

10	83	30

10	83	89

10	84	51

10	85	56

10	85	82

10	87	93

10	89	61

10	89	83

10	93	87

10	94	74

10	96	74

10	96	81

11	18	95

11	49	96

11	50	89

11	50	95

11	54	78

11	69	77

11	77	69

11	78	54

11	89	50

11	90	92

11	92	90

11	95	18

11	95	50

11	96	49

12	1	87

12	19	98

12	28	78

12	28	81

12	33	71

12	52	82

12	52	91

12	52	97

12	61	78

12	71	33

12	71	77

12	71	78

12	71	91

12	71	96

12	77	71

12	78	28

12	78	61

12	78	71

12	80	96

12	81	28

12	81	97

12	82	52

12	87	1

12	87	97

12	91	52

12	91	71

12	96	71

12	96	80

12	96	97

12	97	52

12	97	81

12	97	87

12	97	96

12	98	19

13	43	94

13	52	69

13	61	85

13	65	87

13	69	52

13	69	75

13	75	69

13	76	87

13	77	94

13	84	94

13	85	61

13	87	65

13	87	76

13	90	94

13	94	43

13	94	77

13	94	84

13	94	90

14	39	94

14	41	83

14	44	90

14	46	89

14	61	67

14	64	91

14	64	93

14	67	61

14	67	72

14	67	88

14	67	89

14	69	83

14	72	67

14	79	81

14	81	79

14	81	82

14	82	81

14	83	41

14	83	69

14	83	90

14	83	94

14	84	90

14	88	67

14	88	92

14	89	46

14	89	67

14	90	44

14	90	83

14	90	84

14	91	64

14	92	88

14	93	64

14	94	39

14	94	83
